,Name_of_Project,Description,Structural_sbard,Vague_both,Anaphoric_taphsir
1011,1999_tcs,TCS shall be capable of executing data terminal maintenance software and displaying appropriate status results. [SSS247],0,1,0
1012,1999_tcs,TCS shall be capable of executing workstation and peripheral equipment maintenance software and displaying appropriate status results. [SSS248],0,1,0
1013,1999_tcs,"Fault Detection/Location (FD/L) to the Line Replaceable Unit (LRU) level shall be provided to indicate the readiness status of TCS, if inherent to the COTS hardware and software utilized. [SSS249]",1,1,0
1014,1999_tcs,"As a minimum, TCS shall provide Startup FD/L for the operator workstation. [SSS250]",0,1,0
1015,1999_tcs,"The TCS shall allow the operator to control and monitor the AV's FD/L, if required and provided by the Original Equipment Manufacturer (OEM) [SSS251]; Payload's FD/L, if required and provided by the Original Equipment Manufacturer (OEM) [SSS252]; and Data Link FD/L, if required and provided by the Original Equipment Manufacturer (OEM) [SSS253].",1,1,0
1016,1999_tcs,The TCS shall allow authorized operators to install software upgrades via CD-ROM as well as other media storage devices. [SSS276],1,1,0
1017,1999_tcs,The TCS shall restrict operator access to this capability via password protection. [SSS277],0,1,0
1018,1999_tcs,"The TCS shall provide the capability for Authorized Operators to modify all TCS programmable parameters. [SSS278] As a minimum, the TCS shall restrict Operator access to this capability via password protection. [SSS279]",1,1,0
1019,1999_tcs,"The TCS shall be capable of importing National Imagery Mapping Agency (NIMA) Digital Terrain Elevation Data (DTED), Digital Feature Analysis Data (DFAD), Arc Digitized Raster Graphic and scanned hard copy maps, via compact disk. [SSS280]",1,1,0
1020,1999_tcs,The TCS shall be capable of importing map information via operator procedure [SSS555] and shall be capable of incorporating vector format and Compressed ADRG (CADRG) maps. [SSS281],1,1,0
1021,1999_tcs,"The TCS shall allow an Authorized Operator to execute a software debug capability and view the resulting debug diagnostic information. [SSS282] As a minimum, the TCS will restrict Operator access to this capability via password protection. [SSS283]",1,1,0
1023,1999_tcs,"The TCS shall provide the capability to interface with equipment necessary to provide connectivity with standard DoD tactical (VHF, UHF, and UHF/VHF) radios, Mobile Subscriber Equipment, and military and commercial satellite communications equipment [SSS285]",1,1,0
1025,1999_tcs,The TCS shall provide the system functionality necessary to interface with the data terminal. [SSS287],1,1,0
1026,1999_tcs,The TCS shall provide the system functionality to allow interfacing with external systems via a local area network. [SSS288],1,0,0
1028,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ASAS. [SSS291] The interface requirements and specifications will be defined in the TCS to ASAS IDD, TCS 201.",1,1,0
1029,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JSTARS GSM. [SSS292] The interface requirements and specifications will be defined in the TCS to JSTARS IDD, TCS 209.",1,1,0
1030,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JMCIS. [SSS293] The interface requirements and specifications will be defined in the TCS to JMCIS IDD, TCS 214.",1,1,0
1031,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JSIPS-N. [SSS294] The interface requirements and specifications will be defined in the TCS to JSIPS-N IDD, TCS 210.",1,1,0
1032,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with AFATDS. [SSS295] The interface requirements and specifications will be defined in the TCS to AFTADS IDD, TCS 200.",1,1,0
1034,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with CARS. [SSS297] The interface requirements and specifications will be defined in the TCS to CARS IDD, TCS 217.",1,1,0
1035,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with CCTV. [SSS298] The interface requirements and specifications will be defined in the TCS to CCTV IDD, TCS 205.",1,1,0
1036,1999_tcs,"The TCS will provide the necessary hardware and software functionality to allow the TCS to integrate with Service Mission Planners. The Service Mission Planners will consist of AMPS, AFMSS, and TAMPS.",1,1,0
1037,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with AMPS.[SSS563] The interface requirements and specifications will be defined in the TCS to AMPS IDD, TCS 235.",1,1,0
1038,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with AFMSS.[SSS564] The interface requirements and specifications will be defined in the TCS to AFMSS IDD, TCS 220.",1,1,0
1039,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TAMPS.[SSS565] The interface requirements and specifications will be defined in the TCS to TAMPS IDD, TCS 219.",1,1,0
1040,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with GCS/ACS IPF. [SSS300] The interface requirements and specifications will be defined in the TCS to GCS/ACS IPF IDD, TCS 215.",1,1,0
1041,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JDISS. [SSS301] The interface requirements and specifications will be defined in the TCS to JDISS IDD, TCS 212.",1,1,0
1042,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TES. [SSS302] The interface requirements and specifications will be defined in the TCS to TES IDD, TCS 236.",1,1,0
1043,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with IAS. [SSS303] The interface requirements and specifications will be defined in the TCS to IAS IDD, TCS 206.",1,1,0
1044,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ATHS. [SSS304] The interface requirements and specifications will be defined in the TCS ATHS IDD, TCS 208.",1,1,0
1045,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ATWCS. [SSS305] The interface requirements and specifications will be defined in TCS ATWCS IDD, TCS203",1,1,0
1046,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with Trojan Spirit II. [SSS306] The interface requirements and specifications will be defined in the TCS to TROJAN SPIRIT II IDD, TCS 213.",1,1,0
1047,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TBMCS. [SSS307] The interface requirements and specifications will be defined in TCS to TBMCS IDD, TCS 221.",1,1,0
1048,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with MIES. [SSS308] The interface requirements and specifications will be defined in the TCS to MIES IDD, TCS 216.",1,1,0
1049,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ETRAC. [SSS309] The interface requirements and specifications will be defined in the TCS ETRAC IDD, TCS 218.",1,1,0
1050,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with COMPASS. [SSS310] The interface requirements and specifications will be defined in TCS to COMPASS IDD, TCS 222.",1,1,0
1051,1999_tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TEG. [SSS311] The interface requirements and specifications will be defined in TCS to TEG IDD, TCS 207.",1,1,0
1052,1999_tcs,The TCS shall provide interfaces with the respective UAV program-provided data links for command and control and UAV data.. [SSS312],1,1,0
1053,1999_tcs,"The TCS shall have provisions for simultaneously supporting both of the following external interfaces: LOS data link, SATCOM data link. [SSS313]",1,1,0
1054,1999_tcs,"Details of the TCS to DT interface will be defined in the TCS to Data Terminal IDD , TCS 242.",1,0,0
1055,1999_tcs,The TCS shall provide an interface between the TCS and an external hard copy printer. [SSS314],1,1,0
1056,1999_tcs,"The TCS shall as a minimum, allow Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, FD/L information, and current map display. [SSS315]",0,1,0
1057,1999_tcs,The TCS shall have the functionality to output digital message data and imagery to a hard copy printer. [SSS316],1,1,0
1058,1999_tcs,"Details of the Tactical Control System (TCS) to printer interface will be defined in the TCS to Printer IDD, TCS 255.",1,0,0
1060,1999_tcs,The TCS shall have the functionality to transfer digital data as well as digital imagery to and from external data storage systems. [SSS318],1,1,0
1061,1999_tcs,"Details of the Tactical Control System (TCS) to external data storage interface will be defined in the TCS to External Data Storage IDD, TCS256.",1,0,0
1062,1999_tcs,The TCS shall have an interface between the TCS and DoD standard power supply equipment. [SSS319],1,0,0
1063,1999_tcs,The TCS shall have the functionality to connect to the power supply equipment provided in the TCS operating environment. [SSS320],1,1,0
1064,1999_tcs,"Details of the Tactical Control System (TCS) to external power interface will be defined in the TCS to External Power IDD, TCS 257.",1,0,0
1065,1999_tcs,"The TCS shall have an interface to a source of current navigation information. [SSS321] As a minimum this information will include the location of all data terminals, launch and recovery sites, and the controlling TCS.",1,1,0
1066,1999_tcs,"Details of the Tactical Control System (TCS) to external power interface will be defined in the TCS to Geopositional Data IDD, TCS 243.",1,0,0
1067,1999_tcs,The uplink and downlink information passed between the TCS and the AV shall be in accordance with the associated AV documentation. [SSS324],1,0,0
1068,1999_tcs,The TCS shall support a concurrent uplink and downlink capability. [SSS325],0,1,0
1070,1999_tcs,The AV Standard Interface is designated as a mission and safety critical interface for the TCS.,1,0,0
1071,1999_tcs,The TCS shall provide an internal interface for establishing communications with the Real Time Processor (RTP) within TCS. [SSS326],1,0,0
1072,1999_tcs,This interface shall allow the information from the data server to be made available to other components of the TCS. [SSS327],1,1,0
1073,1999_tcs,The RTP interface shall support distributed processing capability. [SSS328],0,1,0
1074,1999_tcs,"The RTP interface requirements and specifications will be defined in the Data Server IDD, TCS 238.",1,0,0
1075,1999_tcs,Remotely hosted applications shall communicate in a client server relationship via the defined data server interface. [SSS329],1,0,0
1077,1999_tcs,"The SAR Processor interface requirements and specifications will be defined in the TCS to SAR Processor IDD, TCS 240.",1,0,0
1078,1999_tcs,The TCS shall incorporate an intercom system that provides verbal communicate in the situation where there are multiple operators. [SSS331],1,1,0
1079,1999_tcs,The intercom system shall be compatible with service specific voice communication systems. [SSS332],0,1,0
1081,1999_tcs,The TCS shall allow the Operator(s) to fully control the VCR via the TCS Display input device(s). [SSS334],1,0,0
1082,1999_tcs,The TCS shall be able to route VCR recorded payload video to the C4I Interfaces. [SSS335],1,0,0
1083,1999_tcs,An RS-170A video interface shall be provided for the system to output and input analog imagery and overlays to and from a Video Cassette Recorder (VCR) for recording and playback. [SSS336],1,1,0
1084,1999_tcs,The TCS shall have ports for outputting data and imagery to an internal hard copy printer. [SSS337],1,1,0
1085,1999_tcs,"The TCS shall, as a minimum, allow the Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, FD/L information, and current map display to an internal printer. [SSS338]",1,1,0
1088,1999_tcs,The TCS shall have the functionality to transfer digital data as well as digital imagery to and from data storage devices. [SSS340],1,1,0
1089,1999_tcs,The TCS shall provide a CD drive for the retrieval of TCS data. [SSS341],1,0,0
1090,1999_tcs,The TCS shall provide a tape drive for storage and retrieval of TCS data. [SSS342],1,0,0
1091,1999_tcs,"The TCS shall provide a RAID for storage and retrieval of TCS data, if required. [SSS343]",1,0,0
1092,1999_tcs,The TCS shall have an interface to an uninterruptible power supply. [SSS344],1,0,0
1093,1999_tcs,All TCS internal data decisions will be left to the design and the requirement specifications for system components.,1,0,0
1094,1999_tcs,The TCS design shall consider all safety requirements affecting design and performance except nuclear safety. [SSS345],1,0,0
1095,1999_tcs,"The TCS safety requirements are intended to eliminate as well as control potential hazards to equipment and personnel involved in the TCS. The TCS shall comply with para 5.3 of MIL-STD 882C, “System Safety Program Requirements”, dated 19 January 1993 w/ Notice 1 dated 19 January 1996. [SSS346]",1,1,0
1096,1999_tcs,"The TCS shall provide sufficient cues to allow the operator to safely take-off, land and navigate under Instrument Flight Rules. [SSS347]",1,1,0
1097,1999_tcs,The TCS shall provide adequate capability to allow the operator to operate each UAV within its certified operational flight envelope. [SSS348],1,1,1
1098,1999_tcs,Appropriate cautions and warnings shall be provided to the operator if the air vehicle deviates into unsafe flight regime. [SSS349],1,1,0
1099,1999_tcs,"For mission planning, the TCS shall provide terrain avoidance warning and minimum reception altitude calculations for line of sight flights. [SSS350]",1,1,0
1101,1999_tcs,The TCS shall provide the required information to allow the operator to maintain safe separation from other aircraft and a safe altitude in civilian airspace per Federal Aviation Administration (FAA) rules. [SSS352],1,0,0
1102,1999_tcs,The TCS shall be designed such that no single hardware failure results in an unsafe command to be transmitted to the air vehicle. [SSS353],1,0,0
1103,1999_tcs,The TCS shall be designed such that no single software error results in an unsafe command to be transmitted to the air vehicle. [SSS556],1,0,0
1104,1999_tcs,The TCS shall be capable of restoring power in sufficient time to avoid loss of air vehicle control during power outages. [SSS354],1,1,0
1105,1999_tcs,The TCS shall monitor the uplink and downlink to each UAV under its control. [SSS355],1,0,1
1106,1999_tcs,"Upon detection of loss of link, the TCS shall attempt to reestablish communications with the air vehicle. [SSS356]",1,0,0
1107,1999_tcs,"The TCS design shall provide protection against injury to TCS operators and maintenance personnel. [SSS357] The system design shall use MIL-STD-2036, Section 5.1.3.11 as a guide, with regard to personnel hazards, and MIL-STD-1472D, Section 5.13, as a guide for safety from a human engineering viewpoint. [SSS358]",1,0,0
1108,1999_tcs,"System safety and health hazards, if any, shall be identified and evaluated during Phase I of the TCS development. [SSS359]",1,0,0
1109,1999_tcs,Risk levels and a program to manage the probability and severity of hazards shall also be developed. [SSS360],0,1,0
1111,1999_tcs,The TCS shall be accredited by the Designated Approving Authority prior to processing classified as well as sensitive unclassified data. [SSS362],0,1,0
1112,1999_tcs,"Using risk assessment procedures defined in DoD 5200.28(D), a risk index and the minimum security requirements for TCS shall be determined. [SSS363] The inputs to this procedure are the clearance or authorization of the TCS users and the sensitivities of the data that the TCS processes, stores or transfers. These requirements pertain to the TCS computer hardware and software.",1,1,0
1113,1999_tcs,"The TCS data sensitivities shall be determined by the data sensitivities of the systems with which it interfaces, to including the air vehicles, payloads, and C4I systems. [SSS364]",1,0,1
1114,1999_tcs,"Links that provide communications between the TCS and other systems shall be secured in a manner appropriate for the sensitivities of the material passed through such links, in accordance with DoD Directive C-5200.5, “Communication Security (COMSEC)” dated 21 April 1990. [SSS365]",1,1,0
1115,1999_tcs,"The TCS shall be designed to protect its communication and data links against enemy Electronic Warfare (EW) threats, physical anti-radiation weaponry and physical destruction. [SSS366]",1,1,1
1116,1999_tcs,"All hardware, software, documentation, and sensitive information processed by TCS shall be physically protected, minimally at the level determined by the risk index computed in Section 3.8.1, to prevent intentional as well as unintentional disclosure, destruction, and modification. [SSS367]",1,1,0
1117,1999_tcs,The TCS shall be approved for operation at the same level as the systems with which it interfaces. [SSS368],1,0,1
1118,1999_tcs,"All TCS users, operators, maintainers and other personnel having access to TCS shall be cleared to the highest sensitivity of the data that the TCS processes, stores and transfers. [SSS369]",1,0,0
1119,1999_tcs,Additional local site procedures shall be developed to prevent the intentional or unintentional disclosure of sensitive information to unauthorized individuals. [SSS370],1,0,0
1120,1999_tcs,A training program consisting of an initial security training and awareness briefing covering AIS security in general but also tailored to the TCS shall be developed. [SSS371],1,1,0
1121,1999_tcs,The TCS shall be capable of operation within environments specified in the System/Subsystem Design Document for the land-based shelter and shipboard environments. [SSS372],1,1,0
1122,1999_tcs,The TCS hardware shall be mounted as well as ruggedized to withstand inter and intra theater movement. [SSS373],1,1,0
1123,1999_tcs,"The TCS hardware will provide the functionality and capability to receive, process, and disseminate video and telemetry data from the AV and payload; perform mission planning; monitor and control the payload; monitor and control the AV; and monitor and control the data links.",1,1,0
1124,1999_tcs,The hardware of the TCS shall be capable of being scaled as well as being modular to meet the varying needs of the Services. [SSS374],0,1,0
1125,1999_tcs,"The TCS hardware shall allow for long range communications from one TCS to another [SSS375], data storage expansion [SSS376], access to other computers to share in processing capability [SSS377], and multiple external peripherals [SSS378].",1,1,0
1126,1999_tcs,"The TCS hardware shall support the data rate characteristics of the AV, data link and payload to ensure interoperability. [SSS379]",1,0,0
1127,1999_tcs,"For each OUTRIDER system, the TCS shall provide full independent computer redundancy. [SSS380]",0,1,0
1129,1999_tcs,The TCS shall have sufficient throughput to support the processing requirements of the selected data link. [SSS382],1,1,0
1130,1999_tcs,"To meet growth requirements, the TCS shall be capable of adding additional storage without major hardware reconfiguration. [SSS383]",0,1,0
1131,1999_tcs,"The TCS computer system shall contain a CD-ROM drive that is compatible with National Imagery and Mapping Agency (NIMA), CD-ROM Digital Terrain Elevation Data (DTED), Digital Feature Analysis Data (DFAD), and embedded training media. [SSS384]",1,1,0
1133,1999_tcs,"The TCS shall use standard electrical power sources available within the DoD family of ground mobile, airborne, and shipboard electrical power sources. [SSS386]",1,1,0
1134,1999_tcs,The TCS shall be capable of restoring power in sufficient time to avoid loss of critical mission data and loss of air vehicle control during power outages. [SSS387],0,1,0
1135,1999_tcs,The TCS shall have an uninterrupted power supply for critical phases (landing and takeoff as a minimum) of mission execution. [SSS388],1,1,0
1136,1999_tcs,"The TCS throughput shall not exceed 50% of the throughput capability delivered over any 10 second period [SSS389], and as an objective throughput shall not exceed 25% of throughput capability deliveredover any 10 second period. [SSS390].",1,1,0
1137,1999_tcs,The TCS shall be capable of providing a 50% spare memory storage capacity over delivered storage used [SSS391]. As an objective a 75% spare memory storage capacity over storage used shall be provided. [SSS392],1,1,0
1138,1999_tcs,"The TCS software will provide the functionality and capability to receive, process, and disseminate video and telemetry data from the AV and payload; perform mission planning; monitor and control the payload; monitor and control the AV; and monitor and control the data links.",1,1,0
1139,1999_tcs,"The TCS shall have software based on Defense Information Infrastructure/Common Operating Environment per Assistant Secretary of Defense for Command, Control, Communications, and Intelligence (ASD(C3I)) Joint Technical Architecture (JTA). [SSS393]",1,1,0
1140,1999_tcs,"The TCS shall comply with the Assistant Secretary of Defense (C3I) Joint Technical Architecture (JTA). This includes, but is not limited to, the language, the computer, database, architecture, and interoperability. [SSS394]",1,1,0
1141,1999_tcs,"The TCS shall provide an open software architecture to be capable of supporting additional CSCIs, CSCs, and CSUs for future AVs, future payloads, and payload capabilities (e.g. auto-search and automatic target tracking), and future Tactical UAVs. [SSS395]",1,1,0
1142,1999_tcs,The TCS core software shall be generically written to provide level one through level five interaction for both Outrider and Predator UAVs and establish the architecture for future tactical UAVs. [SSS396],1,1,0
1143,1999_tcs,"The TCS software shall provide the UAV operator with the necessary tools for computer related communications, mission tasking, mission planning, mission execution, data receipt, data processing, and data dissemination. [SSS397]",1,1,0
1144,1999_tcs,The TCS software shall be capable of being hosted on a variety of computer operating systems that are organic to the various Services. [SSS398],1,1,0
1147,1999_tcs,The TCS’s operating system and executable software shall be re-programmable without hardware disassembly. [SSS401],1,0,0
1148,1999_tcs,Training software shall be alterable without affecting the configuration of the operational software. [SSS402] Training software is the software that provides the computer based training functionality for the system operator.,1,0,0
1149,1999_tcs,The TCS software shall restrict the operator(s) from exercising levels of interaction not achievable by the system. [SSS403],1,0,0
1150,1999_tcs,"The TCS software shall provide a high resolution, computer generated, graphical user interface that enables the UAV operator that is trained on one system to control different types of UAVs as well as UAV payloads with minimal additional training. [SSS404]",1,1,0
1151,1999_tcs,"Each control console shall have, at a minimum, the capability to display the following four display windows: (1) display to provide aircraft position, TCS position, flight path, and a waypoint graphics in the foreground which are positioned in relation to a map displayed in the background, (2) display to provide aircraft flight data or payload data in the foreground, and downlinked video in the background. (3) A display to provide graphic presentations of downlinked telemetry data, and (4) display to present the interface menus for workstation software. [SSS405]",1,1,0
1152,1999_tcs,"The DII/COE UCP/CMP shall provide a consistent and common set of interfaces for United States Message Text Format (USMTF), Army Tactical Command Control System (ATCSS), and Field Artillery Tactical Data Systems (FATDS) message sets. [SSS406]",0,1,0
1153,1999_tcs,The TACCOM segment shall provide external interfaces for the communications media as indicated in Table 3.10.4-1: [SSS407],1,0,0
1154,1999_tcs,The TACCOM segment shall provide API’s for the transmission of imagery in National Imagery Transmission Formats 1.1a and 2.0 as per MILSTD-2500 and to be compatible with the Common Imagery Ground/Surface Station (CGIS) Guidelines. [SSS408],1,1,0
1155,1999_tcs,"The TCS data latency shall not be greater than that present in the Predator ground control station or Outrider ground control station, whichever is smaller. [SSS409]",1,0,0
1156,1999_tcs,The TCS reliability will be considered in every phase of the design and development process and shall achieve a system reliability (Mean Time Between Failures MTBF) equal to or greater than that which is specified in the Predator and Outrider ORDs. [SSS410],1,0,0
1157,1999_tcs,The TCS maintainability will be considered in every phase of the design and development process and shall achieve a system maintainability (Mean Time To Repair MTTR) equal to or greater than that which is specified in the Predator and Outrider ORDs. [SSS411],1,0,0
1158,1999_tcs,"The Design features shall be included to: 
1. minimize the number and frequency of required preventive maintenance actions based on performance requirements and lowest life cycle costs;
2. minimize the contribution to degradation of TCS equipment reliability as a consequence of performing either preventive as well as corrective maintenance;
3. enable the performance of all maintenance actions with safety and comparative ease by providing adequate access to all equipment components and minimizing the requirements for special tools and test equipment;
4. minimize the requirement for specially trained maintenance personnel;
5. improve system availability by the effective selection and incorporation of Built In Test Equipment (BITE);
6. allow removal and replacement of replaceable units without soldering and unsoldering.",1,1,0
1159,1999_tcs,"The TCS equipment shall achieve an availability (Ao), as defined below, equal to or greater than that which is specified in the Predator and Outrider ORDs. [SSS413]",1,0,0
1160,1999_tcs,"The total, fully useable, addressable, physically present program instruction memory and data storage memory for each processor shall have at least 50% unused memory during the Normal Operations Mode over any 10 second period. [SSS414]",1,1,0
1161,1999_tcs,The processing speed of each processor shall be such that at least 50% of the throughput of each processor remains unused over all 10 second periods and at least 20% of the throughput of each processor remains unused over one second periods regardless of the system function performed. [SSS415],1,1,0
1162,1999_tcs,"The I/O channel reserve capability for each processor shall have at least a 50% reserve, addressable and useable, I/O channel capacity over any 10 second period. [SSS416]",1,1,0
1163,1999_tcs,TCS software flexibility and expandability shall be provided through use of the DII COE and through use of standardized software development practices. [SSS417],0,1,0
1164,1999_tcs,Hardware and software shall be selected for use in the TCS with the goal of providing ease of future changes to the TCS elements. [SSS418] The object of portability for the TCS is to select or develop hardware which will readily host emerging software packages and software which will be as independent of host hardware as possible.,1,1,0
1165,1999_tcs,"The selection of processors, interface cards for communication interfaces, disk drives, video, networking equipment, and all other hardware for use in the TCS shall be made according to standards for production of an open architecture. [SSS419]",1,0,0
1166,1999_tcs,The selection of operating system and programming language for use in the TCS shall be made according to standards for development of an open architecture. [SSS420],1,0,0
1168,1999_tcs,The system shall be functionally and physically partitioned to allow for efficient fault isolation. [SSS422],1,1,0
1169,1999_tcs,Control over internal items and devices shall be provided for detecting and isolating internal faults. [SSS423],0,1,0
1170,1999_tcs,Test points and data paths shall be defined to support efficient fault isolation. [SSS424],0,1,0
1171,1999_tcs,"The TCS shall provide the common software architecture for TCS interaction with Predator, Outrider, and future Tactical UAVs. [SSS425]",1,1,0
1172,1999_tcs,"In the selection of hardware design solutions to satisfy the requirements herein, Non-Developmental Items (NDI) (off-the-shelf equipment previously approved for service use) shall be chosen to the maximum practicable extent. [SSS426] If NDI that provides the desired functions can not be identified, then Commercial-Off-The-Shelf (COTS) hardware may be used.",1,1,0
1173,1999_tcs,System documentation shall be developed as part of the TCS program and will follow MIL-STD-498 for format. [SSS427],1,0,0
1174,1999_tcs,"The documentation developed shall contain sufficient level of detail to identify the functional, operational and design requirements of the TCS. [SSS428]",1,1,0
1175,1999_tcs,The documentation shall contain sufficient technical detail to define the hardware and software design implemented to satisfy the system requirements. [SSS429],1,1,0
1176,1999_tcs,"TCS material factors shall be governed by the NDI, GFE and COTS specifications developed by the equipment manufacturers, where applicable. [SSS431]",1,0,0
1177,1999_tcs,"During Phase 1, control techniques to minimize electromagnetic interference, emanation, and susceptibility shall be used in the design of TCS equipment. [SSS432] This control will be inherent in the design of the TCS and the electrical and electronic equipment components and assemblies thereof.",1,0,0
1178,1999_tcs,"The susceptibility to coupling and the propagation of Electromagnetic Interference (EMI) will be minimized by component location, cable routing, and judicious use of shielding.",1,0,0
1179,1999_tcs,There shall be neither unacceptable response nor malfunction of any TCS and associated equipment due to EMI produced by any as well as all of the TCS and equipment associated with the TCS. [SSS434],1,1,0
1180,1999_tcs,The TCS shall be compatible with the external electromagnetic environment that is typical of the service specific environment in the TCS will be operated. [SSS435] The specific electromagnetic environment values will be determined during Phase I of the TCS development.,1,1,0
1181,1999_tcs,"The TCS design shall ensure that personnel, fuel, and ordinance are not exposed to electromagnetic radiation as a result of operating the TCS. [SSS436] The specific radiation hazard (RADHAZ) and HERO values will be determined during Phase I of the TCS development.",1,1,0
1182,1999_tcs,Newly designed software shall be developed in accordance with a tailored MIL-STD-498. [SSS437],1,0,0
1183,1999_tcs,Software written for other systems shall be used in TCS where it is determined that the existing software is suitable for use within the TCS software. [SSS438],1,1,1
1184,1999_tcs,A modular architecture shall be used by the TCS software in order to support future interoperability with multiple types of UAVs and payloads while maintaining consistent displays and user interfaces. [SSS439],1,1,0
1185,1999_tcs,"TCS hardware flexibility and expansion shall be provided through use of GFE, NDI and COTS hardware designed to be upgraded and expanded. [SSS440]",1,1,0
1186,1999_tcs,"After emplacement at the operational site, the TCS shall be capable of planning and launching a mission within 1 hour of tasking. [SSS441]",1,1,0
1187,1999_tcs,The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours. [SSS442],0,1,0
1188,1999_tcs,The TCS shall have ergonomically designed operator controls and displays for the 5th percentile female to 95th percentile male operator. [SSS443],1,0,0
1191,1999_tcs,The TCS shall have monitor(s) that allow reading of displays under direct sunlight and low light level environments. [SSS446],1,1,0
1192,1999_tcs,The TCS HCI shall be a Graphical User Interface (GUI) based on X-windows and Motif. [SSS447],1,0,0
1193,1999_tcs,"When performing a given task during mission execution, the operator shall be given appropriate warning messages from other concurrently-executing subsystem tasks. [SSS448]",1,1,0
1194,1999_tcs,TCS Warning messages shall be color coded and flashed based on mission criticality. The color codes and flash frequencies will follow MIL-STD 1472 guidelines. [SSS449],1,0,0
1195,1999_tcs,"The TCS operator shall be required to enter an acknowledgment prior to disabling the display of critical warning flags for any AV, Payload, ADT, GDT, and TCS faults. [SSS450]",1,0,0
1196,1999_tcs,A combination of visual and auditory outputs will be provided to alert the TCS operator to situations which may require operator response.,1,1,0
1197,1999_tcs,Visual alerts to the TCS operator shall be in the form of a displayed message box that has a display priority greater than other existing windows to ensure that it is viewable immediately by the operator. [SSS452] The position of the displayed message window shall be easily adjustable by the operator to ensure that important mission data is not obscured. [SSS453],1,1,1
1198,1999_tcs,"In addition to displayed alert messages to the TCS operator, auditory alerts to include tones shall also be provided. [SSS454] The volume of these auditory tones shall be adjustable by the operator via keyboard and trackball input to at least 20dB above the speech interference level at the operator’s ear. [SSS455]",1,1,0
1200,1999_tcs,All TCS operator inputs shall be error checked such that any erroneous operator entry will not cause current processing to terminate. [SSS457] The HCI shall prompt the operator for a valid input. [SSS458],1,1,0
1201,1999_tcs,Display jitter and flicker shall not be perceptible by the operator. [SSS459],1,0,0
1202,1999_tcs,The operational tasks to be performed concurrently by the operator during normal operation will bedetermined by appropriate task analysis and function allocation.,1,1,0
1205,1999_tcs,"The HCI shall provide redundancy in all operations, so that the loss of any one HCI input device does not prohibit operation of any TCS function. [SSS463]",1,0,0
1206,1999_tcs,The TCS shall provide the functionality to display all HCI elements on any available monitor on the TCS workstation. [SSS464],1,1,0
1207,1999_tcs,"The TCS shall be capable of displaying a window within a window format to include, as a minimum, displaying a video window overlaid on a map screen as well as a map screen overlaid on a video screen. [SSS465]",1,1,0
1208,1999_tcs,"The TCS shall provide full complementary control operations from the keyset as well as the X/Y control device (e.g., trackball, mouse, joystick). [SSS466]",1,1,0
1209,1999_tcs,The TCS shall provide access to the DII Style Manager so that pointing device characteristics can be modified. [SSS467],1,0,0
1210,1999_tcs,The shall provide the functionality to have a maximum delay time of 1 second from operator command to system acknowledgement and response.[SSS 559],1,1,0
1211,1999_tcs,"The TCS shall provide a capability for porting an off-the-shelf, complex control joystick with multiple toggle and multi-position switches as part of the TCS hardware suite. [SSS468]",1,1,0
1212,1999_tcs,"The TCS shall use graphical representations to convey information, such as system status, C4I links, and AV-GDT links. [SSS469]",1,0,0
1214,1999_tcs,"The TCS shall provide automated TCS system information, control options, and logical & simple operator guidance and support for immediate and adaptive responding to crisis situations. [SSS471]",1,1,0
1215,1999_tcs,The TCS shall provide maximum automated system software support to system status monitoring and alerting of the TCS operator when a preset system parameter goes under as well as over a set threshold. [SSS472],1,1,0
